Timestamp,EAR,MAR,Yaw,Pitch,Tilt,PERCLOS,Blink_Rate,Status
12:13:12,0.379,0.005,6.5,-23.2,9.9,0.00,0,
12:13:12,0.367,0.007,6.3,-22.5,9.7,0.00,0,
12:13:13,0.379,0.010,6.2,-22.7,9.6,0.00,0,
12:13:13,0.375,0.033,6.2,-23.1,9.4,0.00,0,
12:13:13,0.381,0.010,6.4,-23.0,9.5,0.00,0,
12:13:13,0.381,0.018,6.6,-23.1,9.5,0.00,0,
12:13:13,0.382,0.006,6.9,-23.7,9.7,0.00,0,
12:13:13,0.372,0.005,6.8,-25.4,10.1,0.00,0,
12:13:13,0.375,0.006,6.6,-25.8,9.7,0.00,0,
12:13:13,0.379,0.005,6.6,-25.4,10.0,0.00,0,
12:13:13,0.364,0.005,6.3,-25.9,9.8,0.00,0,
12:13:13,0.383,0.006,6.4,-25.1,9.9,0.00,0,
12:13:13,0.387,0.006,6.4,-24.8,9.7,0.00,0,
12:13:13,0.381,0.004,6.5,-25.0,10.0,0.00,0,
12:13:13,0.392,0.005,6.3,-25.4,9.6,0.00,0,
12:13:13,0.396,0.005,6.0,-24.9,9.5,0.00,0,
12:13:13,0.402,0.004,5.6,-25.4,9.0,0.00,0,
12:13:13,0.353,0.003,5.4,-25.5,9.2,0.00,0,
12:13:13,0.367,0.003,5.7,-25.6,9.1,0.00,0,
12:13:13,0.391,0.005,5.6,-26.0,8.9,0.00,0,
12:13:13,0.393,0.006,5.7,-26.4,9.4,0.00,0,
12:13:13,0.398,0.007,5.7,-25.3,9.0,0.00,0,
12:13:13,0.384,0.008,5.8,-26.2,9.7,0.00,0,
12:13:13,0.395,0.008,5.6,-25.7,9.2,0.00,0,
12:13:13,0.377,0.006,5.8,-25.8,9.6,0.00,0,
12:13:13,0.386,0.006,5.8,-25.9,9.7,0.00,0,
12:13:13,0.387,0.005,5.7,-26.0,9.8,0.00,0,
12:13:13,0.392,0.006,5.7,-26.2,9.4,0.00,0,
12:13:13,0.379,0.008,5.8,-26.7,10.1,0.00,0,
12:13:13,0.374,0.007,5.7,-26.2,9.8,0.00,0,
12:13:13,0.381,0.010,5.7,-26.5,10.1,0.00,0,
12:13:13,0.362,0.013,5.5,-26.9,10.0,0.00,0,
12:13:13,0.375,0.017,5.8,-27.1,10.3,0.00,0,
12:13:13,0.356,0.044,5.9,-26.7,9.9,0.00,0,
12:13:14,0.354,0.031,5.6,-26.5,9.7,0.00,0,
12:13:14,0.352,0.029,5.6,-26.3,9.7,0.00,0,
12:13:14,0.368,0.009,5.7,-26.0,9.7,0.00,0,
12:13:14,0.374,0.006,6.1,-24.1,9.8,0.00,0,
12:13:14,0.363,0.006,6.2,-23.4,9.5,0.00,0,
12:13:14,0.350,0.007,6.7,-23.4,10.1,0.00,0,
12:13:14,0.343,0.007,6.6,-23.4,10.2,0.00,0,
12:13:14,0.363,0.008,6.6,-24.1,10.3,0.00,0,
12:13:14,0.370,0.005,6.7,-24.0,10.5,0.00,0,
12:13:14,0.364,0.006,6.7,-23.9,10.3,0.00,0,
12:13:14,0.355,0.005,6.8,-23.8,10.6,0.00,0,
12:13:14,0.362,0.005,6.8,-23.8,10.6,0.00,0,
12:13:14,0.364,0.005,6.9,-23.5,10.6,0.00,0,
12:13:14,0.362,0.004,7.0,-24.1,10.6,0.00,0,
12:13:14,0.361,0.004,7.4,-24.3,10.8,0.00,0,
12:13:14,0.370,0.004,7.2,-24.3,10.7,0.00,0,
12:13:14,0.365,0.004,7.3,-24.4,10.7,0.00,0,
12:13:14,0.369,0.003,7.3,-24.4,10.5,0.00,0,
12:13:14,0.359,0.004,7.3,-24.2,10.7,0.00,0,
12:13:14,0.373,0.003,7.7,-23.5,10.6,0.00,0,
12:13:14,0.368,0.004,7.7,-23.5,10.8,0.00,0,
12:13:14,0.369,0.003,7.8,-23.3,10.7,0.00,0,
12:13:14,0.368,0.002,7.7,-23.1,10.6,0.00,0,
12:13:14,0.369,0.002,7.8,-22.8,10.7,0.00,0,
12:13:14,0.372,0.003,7.5,-22.1,10.5,0.00,0,
12:13:14,0.363,0.002,7.7,-22.5,10.6,0.00,0,
12:13:14,0.368,0.003,7.3,-22.2,10.5,0.00,0,
12:13:14,0.375,0.002,7.4,-23.0,10.3,0.00,0,
12:13:14,0.376,0.002,7.2,-23.9,10.1,0.00,0,
12:13:14,0.362,0.002,7.2,-23.1,10.1,0.00,0,
12:13:15,0.363,0.003,7.3,-22.9,10.3,0.00,0,
12:13:15,0.365,0.003,7.6,-23.8,10.4,0.00,0,
12:13:15,0.355,0.004,7.8,-23.6,10.8,0.00,0,
12:13:15,0.368,0.005,7.6,-23.6,10.7,0.00,0,
12:13:15,0.356,0.005,7.5,-23.9,10.7,0.00,0,
12:13:15,0.355,0.005,7.4,-24.0,10.7,0.00,0,
12:13:15,0.346,0.004,7.6,-23.6,10.9,0.00,0,
12:13:15,0.346,0.004,7.6,-23.6,10.9,0.00,0,
12:13:15,0.354,0.004,7.0,-24.1,10.3,0.00,0,
12:13:15,0.350,0.003,7.6,-24.6,11.0,0.00,0,
12:13:15,0.329,0.004,7.3,-24.9,10.7,0.00,0,
12:13:15,0.349,0.004,7.2,-24.6,10.1,0.00,0,
12:13:15,0.366,0.003,7.4,-24.8,10.4,0.00,0,
12:13:15,0.358,0.003,7.1,-25.3,9.6,0.00,0,
12:13:15,0.360,0.003,7.0,-24.9,9.9,0.00,0,
12:13:15,0.346,0.004,7.4,-25.2,10.4,0.00,0,
12:13:15,0.349,0.004,7.2,-25.2,9.9,0.00,0,
12:13:15,0.356,0.004,7.5,-25.3,10.3,0.00,0,
12:13:15,0.334,0.003,7.0,-25.5,9.9,0.00,0,
12:13:15,0.348,0.003,7.0,-25.6,10.0,0.00,0,
12:13:15,0.345,0.004,6.7,-25.2,10.0,0.00,0,
12:13:15,0.349,0.003,6.8,-25.1,10.0,0.00,0,
12:13:15,0.342,0.004,6.7,-25.1,9.9,0.00,0,
12:13:15,0.342,0.004,6.9,-25.2,10.3,0.00,0,
12:13:15,0.345,0.004,6.7,-25.6,9.9,0.00,0,
12:13:15,0.350,0.004,6.7,-25.8,10.1,0.00,0,
12:13:15,0.353,0.004,6.5,-25.7,9.8,0.00,0,
12:13:15,0.357,0.004,6.5,-25.6,9.9,0.00,0,
12:13:15,0.367,0.003,6.4,-25.8,9.4,0.00,0,
12:13:15,0.359,0.005,6.5,-26.4,9.5,0.00,0,
12:13:16,0.341,0.003,6.5,-26.1,9.6,0.00,0,
12:13:16,0.345,0.003,6.3,-26.4,9.5,0.00,0,
12:13:16,0.355,0.004,6.3,-26.1,9.6,0.00,0,
12:13:16,0.348,0.004,6.3,-26.3,9.4,0.00,0,
12:13:16,0.354,0.004,6.1,-26.2,9.2,0.00,0,
12:13:16,0.357,0.004,6.2,-26.3,9.0,0.00,0,
12:13:16,0.365,0.005,6.1,-26.3,8.8,0.00,0,
12:13:16,0.370,0.005,6.3,-26.1,9.3,0.00,0,
12:13:16,0.347,0.006,6.2,-25.3,9.3,0.00,0,
12:13:16,0.360,0.005,6.5,-25.3,9.5,0.00,0,
12:13:16,0.362,0.006,6.4,-25.2,9.6,0.00,0,
12:13:16,0.360,0.006,6.5,-24.9,9.9,0.00,0,
12:13:16,0.355,0.005,6.3,-24.7,9.8,0.00,0,
12:13:16,0.358,0.004,6.4,-24.7,9.9,0.00,0,
12:13:16,0.363,0.005,6.2,-25.2,9.4,0.00,0,
12:13:16,0.353,0.005,6.3,-25.4,9.3,0.00,0,
12:13:16,0.363,0.005,6.4,-25.2,9.4,0.00,0,
12:13:16,0.373,0.005,6.2,-25.1,9.3,0.00,0,
12:13:16,0.364,0.005,6.1,-24.8,8.7,0.00,0,
12:13:16,0.381,0.005,5.8,-25.4,8.8,0.00,0,
12:13:16,0.373,0.007,5.9,-24.2,8.7,0.00,0,
12:13:16,0.370,0.009,5.9,-24.2,8.8,0.00,0,
12:13:16,0.373,0.009,5.9,-23.6,8.6,0.00,0,
12:13:16,0.372,0.008,6.0,-24.1,8.8,0.00,0,
12:13:16,0.371,0.007,5.9,-23.9,8.4,0.00,0,
12:13:16,0.370,0.006,5.8,-23.5,8.3,0.00,0,
12:13:16,0.368,0.007,5.4,-24.2,8.0,0.00,0,
12:13:16,0.355,0.007,6.0,-24.1,8.7,0.00,0,
12:13:16,0.370,0.012,5.8,-23.9,8.1,0.00,0,
12:13:16,0.366,0.007,5.9,-24.2,8.6,0.00,0,
12:13:17,0.373,0.007,5.9,-23.9,8.1,0.00,0,
12:13:17,0.362,0.006,6.0,-23.9,8.5,0.00,0,
12:13:17,0.377,0.007,5.9,-23.3,8.3,0.00,0,
12:13:17,0.372,0.006,5.9,-23.5,8.3,0.00,0,
12:13:17,0.373,0.008,5.9,-23.5,8.4,0.00,0,
12:13:17,0.375,0.006,6.0,-23.5,8.3,0.00,0,
12:13:17,0.377,0.009,6.1,-23.0,8.3,0.00,0,
12:13:17,0.379,0.008,5.8,-23.3,8.2,0.00,0,
12:13:17,0.372,0.006,5.8,-23.6,8.4,0.00,0,
12:13:17,0.376,0.007,6.0,-23.3,8.5,0.00,0,
12:13:17,0.381,0.006,6.0,-23.6,8.6,0.00,0,
12:13:17,0.386,0.006,5.9,-23.0,8.2,0.00,0,
12:13:17,0.381,0.005,6.0,-23.4,8.5,0.00,0,
12:13:17,0.378,0.006,6.1,-23.1,8.7,0.00,0,
12:13:17,0.392,0.006,6.5,-23.0,9.1,0.00,0,
12:13:17,0.389,0.005,6.3,-23.5,9.0,0.00,0,
12:13:17,0.382,0.005,6.4,-23.9,9.1,0.00,0,
12:13:17,0.384,0.006,6.3,-24.0,9.2,0.00,0,
12:13:17,0.387,0.005,6.3,-23.4,9.2,0.00,0,
12:13:17,0.396,0.005,6.7,-23.0,9.3,0.00,0,
12:13:17,0.392,0.006,6.5,-22.8,9.5,0.00,0,
12:13:17,0.393,0.005,6.5,-22.3,9.3,0.00,0,
12:13:17,0.409,0.004,6.4,-22.5,9.0,0.00,0,
12:13:17,0.397,0.007,6.5,-23.9,9.1,0.00,0,
12:13:17,0.403,0.008,6.5,-22.9,8.8,0.00,0,
12:13:17,0.383,0.008,6.2,-23.6,8.6,0.00,0,
12:13:17,0.380,0.007,6.4,-23.6,9.2,0.00,0,
12:13:17,0.399,0.006,6.3,-23.0,8.9,0.00,0,
12:13:17,0.388,0.006,6.0,-24.0,8.6,0.00,0,
12:13:17,0.397,0.005,5.6,-23.6,8.1,0.00,0,
12:13:18,0.395,0.005,5.8,-24.2,8.4,0.00,0,
12:13:18,0.390,0.004,5.5,-24.9,8.1,0.00,0,
12:13:18,0.391,0.004,5.8,-25.2,8.5,0.00,0,
12:13:18,0.382,0.004,5.7,-25.1,8.2,0.00,0,
12:13:18,0.395,0.004,5.8,-25.3,8.5,0.00,0,
12:13:18,0.395,0.003,5.6,-25.8,8.4,0.00,0,
12:13:18,0.397,0.001,5.9,-24.5,8.4,0.00,0,
12:13:18,0.400,0.002,5.9,-24.8,8.7,0.00,0,
12:13:18,0.392,0.003,5.7,-24.7,8.4,0.00,0,
12:13:18,0.394,0.002,5.9,-24.6,8.5,0.00,0,
12:13:18,0.387,0.002,5.9,-24.6,8.6,0.00,0,
12:13:18,0.389,0.002,6.0,-24.3,8.4,0.00,0,
12:13:18,0.386,0.000,6.0,-24.4,8.6,0.00,0,
12:13:18,0.397,0.002,6.0,-24.7,8.3,0.00,0,
12:13:18,0.390,0.001,6.0,-24.2,8.5,0.00,0,
12:13:18,0.396,0.002,6.2,-24.6,9.0,0.00,0,
12:13:18,0.393,0.004,6.1,-24.7,8.6,0.00,0,
12:13:18,0.395,0.003,6.1,-24.3,8.4,0.00,0,
12:13:18,0.394,0.002,6.1,-24.9,8.8,0.00,0,
12:13:18,0.401,0.003,6.0,-24.3,8.3,0.00,0,
12:13:18,0.390,0.004,6.0,-25.0,8.6,0.00,0,
12:13:18,0.387,0.007,5.9,-24.9,8.6,0.00,0,
12:13:18,0.380,0.005,5.9,-25.9,8.7,0.00,0,
12:13:18,0.382,0.005,5.8,-26.2,8.7,0.00,0,
12:13:18,0.379,0.006,5.9,-26.1,8.9,0.00,0,
12:13:18,0.382,0.005,5.8,-25.5,8.9,0.00,0,
12:13:18,0.377,0.006,6.0,-25.2,9.0,0.00,0,
12:13:18,0.374,0.005,6.1,-24.5,9.0,0.00,0,
12:13:18,0.384,0.005,5.9,-25.5,8.9,0.00,0,
12:13:18,0.377,0.004,5.8,-26.1,8.9,0.00,0,
12:13:19,0.366,0.005,6.0,-24.7,8.9,0.00,0,
12:13:19,0.371,0.005,6.0,-25.2,9.0,0.00,0,
12:13:19,0.365,0.004,6.0,-25.6,9.1,0.00,0,
12:13:19,0.369,0.004,6.1,-25.1,8.7,0.00,0,
12:13:19,0.366,0.004,6.0,-25.9,8.5,0.00,0,
12:13:19,0.374,0.002,6.2,-26.2,8.8,0.00,0,
12:13:19,0.364,0.003,6.0,-25.5,8.8,0.00,0,
12:13:19,0.367,0.004,6.1,-25.4,8.9,0.00,0,
12:13:19,0.359,0.004,6.2,-25.1,8.9,0.00,0,
12:13:19,0.363,0.004,6.3,-25.0,8.8,0.00,0,
12:13:19,0.368,0.004,6.2,-25.2,8.7,0.00,0,
12:13:19,0.363,0.004,6.2,-26.0,8.9,0.00,0,
12:13:19,0.369,0.003,6.0,-25.2,8.6,0.00,0,
12:13:19,0.363,0.003,6.1,-26.0,8.9,0.00,0,
12:13:19,0.359,0.003,6.2,-25.8,8.9,0.00,0,
12:13:19,0.362,0.003,6.1,-25.4,8.9,0.00,0,
12:13:19,0.367,0.004,6.2,-25.9,8.8,0.00,0,
12:13:19,0.363,0.002,6.2,-25.6,9.1,0.00,0,
12:13:19,0.363,0.003,6.2,-26.1,9.0,0.00,0,
12:13:19,0.361,0.003,6.2,-25.3,9.1,0.00,0,
12:13:19,0.361,0.004,6.2,-26.9,9.0,0.00,0,
12:13:19,0.372,0.004,6.3,-25.8,9.1,0.00,0,
12:13:19,0.372,0.004,6.2,-26.8,9.1,0.00,0,
12:13:19,0.380,0.004,6.4,-25.5,9.4,0.00,0,
12:13:19,0.369,0.004,6.5,-27.0,9.1,0.00,0,
12:13:19,0.366,0.004,6.2,-26.5,9.3,0.00,0,
12:13:19,0.378,0.004,6.4,-25.3,9.1,0.00,0,
12:13:19,0.367,0.004,6.3,-26.1,9.0,0.00,0,
12:13:19,0.371,0.005,6.4,-25.4,8.9,0.00,0,
12:13:19,0.373,0.005,6.4,-25.8,8.8,0.00,0,
12:13:20,0.366,0.003,6.4,-25.8,8.9,0.00,0,
12:13:20,0.362,0.003,6.5,-26.5,9.2,0.00,0,
12:13:20,0.357,0.004,6.6,-26.1,9.6,0.00,0,
12:13:20,0.367,0.005,6.7,-26.9,9.7,0.00,0,
12:13:20,0.356,0.004,7.0,-26.0,10.4,0.00,0,
12:13:20,0.365,0.003,6.5,-27.0,9.4,0.00,0,
12:13:20,0.350,0.003,6.8,-26.5,9.8,0.00,0,
12:13:20,0.346,0.003,6.5,-25.8,9.6,0.00,0,
12:13:20,0.354,0.005,6.7,-26.1,9.6,0.00,0,
12:13:20,0.347,0.005,6.8,-25.5,9.9,0.00,0,
12:13:20,0.349,0.005,7.2,-25.4,10.3,0.00,0,
12:13:20,0.356,0.005,7.5,-25.6,10.9,0.00,0,
12:13:20,0.360,0.006,7.7,-26.5,11.2,0.00,0,
12:13:20,0.365,0.007,7.7,-26.4,11.1,0.00,0,
12:13:20,0.365,0.007,7.6,-26.0,11.0,0.00,0,
12:13:20,0.358,0.006,7.8,-25.5,11.5,0.00,0,
12:13:20,0.355,0.007,7.5,-26.2,11.2,0.00,0,
12:13:20,0.355,0.006,7.4,-26.2,11.1,0.00,0,
12:13:20,0.350,0.004,7.4,-27.0,11.2,0.00,0,
12:13:20,0.353,0.005,7.1,-26.9,10.9,0.00,0,
12:13:20,0.353,0.006,7.3,-27.2,11.1,0.00,0,
12:13:20,0.363,0.007,7.3,-26.9,11.1,0.00,0,
12:13:20,0.349,0.006,7.6,-27.6,11.7,0.00,0,
12:13:20,0.352,0.006,7.2,-27.5,11.1,0.00,0,
12:13:20,0.350,0.006,7.4,-26.7,11.2,0.00,0,
12:13:20,0.355,0.006,7.2,-27.0,11.1,0.00,0,
12:13:20,0.348,0.004,7.4,-26.8,11.2,0.00,0,
12:13:21,0.354,0.005,7.1,-26.7,10.7,0.00,0,
12:13:21,0.356,0.007,7.4,-26.6,10.9,0.00,0,
12:13:21,0.352,0.009,7.4,-26.1,10.9,0.00,0,
12:13:21,0.345,0.007,7.4,-26.7,10.9,0.00,0,
12:13:21,0.351,0.007,7.4,-26.4,10.9,0.00,0,
12:13:21,0.344,0.008,7.4,-26.1,11.0,0.00,0,
12:13:21,0.345,0.007,7.4,-26.2,11.0,0.00,0,
12:13:21,0.346,0.006,7.3,-26.5,10.8,0.00,0,
12:13:21,0.345,0.005,7.5,-26.7,11.0,0.00,0,
12:13:21,0.342,0.003,7.3,-26.9,11.2,0.00,0,
12:13:21,0.355,0.003,7.3,-26.0,10.7,0.00,0,
12:13:21,0.352,0.007,7.3,-25.6,10.9,0.00,0,
12:13:21,0.361,0.009,7.0,-27.2,10.8,0.00,0,
12:13:21,0.360,0.008,7.5,-26.3,11.1,0.00,0,
12:13:21,0.365,0.013,7.2,-26.9,10.7,0.00,0,
12:13:21,0.360,0.007,7.4,-25.2,10.7,0.00,0,
12:13:21,0.367,0.011,7.3,-26.0,10.4,0.00,0,
12:13:21,0.348,0.008,7.4,-24.7,10.7,0.00,0,
12:13:21,0.361,0.006,7.9,-24.2,11.0,0.00,0,
12:13:21,0.358,0.006,7.8,-25.2,11.3,0.00,0,
12:13:21,0.362,0.003,7.8,-24.9,10.6,0.00,0,
12:13:21,0.344,0.002,8.4,-23.0,11.1,0.00,0,
12:13:21,0.369,0.003,8.4,-22.8,10.7,0.00,0,
12:13:22,0.362,0.005,8.4,-23.1,10.9,0.00,0,
12:13:22,0.369,0.005,8.7,-22.5,11.2,0.00,0,
12:13:22,0.380,0.005,8.6,-23.3,11.0,0.00,0,
12:13:22,0.385,0.007,8.6,-23.4,11.3,0.00,0,
12:13:22,0.390,0.005,8.6,-23.3,11.1,0.00,0,
12:13:22,0.380,0.006,8.4,-23.6,11.2,0.00,0,
12:13:22,0.396,0.005,8.4,-23.3,10.7,0.00,0,
12:13:22,0.389,0.003,8.3,-24.3,10.5,0.00,0,
12:13:22,0.384,0.005,8.6,-24.2,10.8,0.00,0,
12:13:22,0.380,0.004,8.4,-24.6,10.8,0.00,0,
12:13:22,0.402,0.005,8.5,-25.0,10.7,0.00,0,
12:13:22,0.389,0.003,8.5,-24.9,10.7,0.00,0,
12:13:22,0.401,0.003,8.0,-25.4,10.3,0.00,0,
12:13:22,0.394,0.001,8.1,-24.6,10.4,0.00,0,
12:13:22,0.377,0.002,8.2,-23.7,10.5,0.00,0,
12:13:22,0.370,0.002,8.3,-23.6,10.6,0.00,0,
12:13:22,0.365,0.002,8.1,-22.2,10.4,0.00,0,
12:13:22,0.347,0.002,8.2,-23.5,10.6,0.00,0,
12:13:22,0.326,0.003,8.2,-22.4,10.9,0.00,0,
12:13:22,0.315,0.003,8.0,-22.6,10.9,0.00,0,
12:13:22,0.309,0.003,8.0,-24.1,11.0,0.00,0,
12:13:22,0.329,0.003,8.3,-23.4,11.4,0.00,0,
12:13:23,0.345,0.004,8.1,-24.2,11.2,0.00,0,
12:13:23,0.357,0.005,8.0,-23.3,11.0,0.00,0,
12:13:23,0.359,0.005,8.2,-23.5,11.1,0.00,0,
12:13:23,0.385,0.004,8.3,-23.5,11.0,0.00,0,
12:13:23,0.373,0.003,8.2,-23.7,10.7,0.00,0,
12:13:23,0.393,0.003,8.3,-23.3,10.8,0.00,0,
12:13:23,0.401,0.003,8.1,-23.6,10.4,0.00,0,
12:13:23,0.385,0.004,8.1,-23.8,10.4,0.00,0,
12:13:23,0.392,0.004,8.1,-23.6,10.4,0.00,0,
12:13:23,0.387,0.005,7.9,-23.5,9.8,0.00,0,
12:13:23,0.392,0.006,7.9,-23.8,9.9,0.00,0,
12:13:23,0.397,0.003,8.1,-23.5,10.2,0.00,0,
12:13:23,0.398,0.003,8.0,-22.2,10.2,0.00,0,
12:13:23,0.384,0.001,8.2,-22.7,10.5,0.00,0,
12:13:23,0.387,0.002,8.0,-23.0,10.2,0.00,0,
12:13:23,0.390,0.002,7.9,-23.1,10.3,0.00,0,
12:13:23,0.387,0.001,8.1,-23.7,10.7,0.00,0,
12:13:23,0.378,0.002,7.8,-23.6,10.1,0.00,0,
12:13:23,0.379,0.001,8.2,-23.0,10.7,0.00,0,
12:13:23,0.389,0.001,7.9,-23.8,10.3,0.00,0,
12:13:23,0.357,0.002,8.0,-23.9,10.4,0.00,0,
12:13:23,0.362,0.000,8.0,-24.1,10.5,0.00,0,
12:13:24,0.377,0.001,7.9,-23.7,10.7,0.00,0,
12:13:24,0.390,0.001,8.0,-25.3,10.7,0.00,0,
12:13:24,0.375,0.002,7.6,-25.5,10.5,0.00,0,
12:13:24,0.381,0.001,7.4,-25.2,10.2,0.00,0,
12:13:24,0.385,0.002,7.5,-24.8,10.2,0.00,0,
12:13:24,0.371,0.002,7.8,-24.6,10.3,0.00,0,
12:13:24,0.391,0.003,7.4,-25.4,10.2,0.00,0,
12:13:24,0.388,0.003,7.5,-25.0,9.9,0.00,0,
12:13:24,0.377,0.003,7.4,-24.9,9.8,0.00,0,
12:13:24,0.396,0.002,7.5,-24.5,10.0,0.00,0,
12:13:24,0.379,0.002,7.1,-25.3,9.6,0.00,0,
12:13:24,0.378,0.001,7.3,-25.2,9.7,0.00,0,
12:13:24,0.386,0.003,7.2,-25.2,9.7,0.00,0,
12:13:24,0.390,0.002,7.2,-25.1,9.7,0.00,0,
12:13:24,0.387,0.001,7.1,-25.3,9.6,0.00,0,
12:13:24,0.389,0.003,6.9,-26.8,9.2,0.00,0,
12:13:24,0.385,0.006,7.0,-25.5,9.4,0.00,0,
12:13:24,0.387,0.011,7.1,-25.6,9.6,0.00,0,
12:13:24,0.381,0.008,7.3,-26.1,9.6,0.00,0,
12:13:24,0.387,0.007,7.2,-26.0,9.6,0.00,0,
12:13:24,0.383,0.007,7.1,-26.3,9.5,0.00,0,
12:13:24,0.398,0.009,7.1,-26.4,9.3,0.00,0,
12:13:25,0.380,0.007,7.3,-26.1,9.7,0.00,0,
12:13:25,0.367,0.008,7.4,-25.9,10.1,0.00,0,
12:13:25,0.395,0.008,7.5,-25.2,10.4,0.00,0,
12:13:25,0.395,0.007,7.4,-25.4,10.5,0.00,0,
12:13:25,0.384,0.006,7.4,-25.1,10.7,0.00,0,
12:13:25,0.370,0.005,7.3,-25.1,10.7,0.00,0,
12:13:25,0.375,0.006,7.3,-24.5,10.4,0.00,0,
12:13:25,0.366,0.006,7.3,-25.0,10.2,0.00,0,
12:13:25,0.379,0.006,7.2,-25.0,10.0,0.00,0,
12:13:25,0.375,0.007,7.2,-24.6,10.0,0.00,0,
12:13:25,0.378,0.006,7.1,-24.7,9.8,0.00,0,
12:13:25,0.389,0.004,7.0,-25.0,9.9,0.00,0,
12:13:25,0.380,0.004,7.1,-25.7,9.9,0.00,0,
12:13:25,0.381,0.004,6.9,-25.9,10.1,0.00,0,
12:13:25,0.370,0.005,6.6,-26.2,9.8,0.00,0,
12:13:25,0.363,0.005,6.7,-25.9,10.0,0.00,0,
12:13:25,0.362,0.006,6.5,-25.3,9.6,0.00,0,
12:13:25,0.370,0.005,6.8,-25.0,10.1,0.00,0,
12:13:25,0.373,0.004,6.4,-25.5,9.5,0.00,0,
12:13:25,0.354,0.004,6.3,-24.9,9.8,0.00,0,
12:13:25,0.375,0.003,6.4,-24.4,9.4,0.00,0,
12:13:25,0.366,0.001,6.2,-24.4,9.2,0.00,0,
12:13:26,0.366,0.003,6.0,-25.1,8.8,0.00,0,
12:13:26,0.356,0.002,5.8,-24.9,8.9,0.00,0,
12:13:26,0.380,0.002,5.9,-24.8,8.6,0.00,0,
12:13:26,0.366,0.002,5.8,-25.1,8.6,0.00,0,
12:13:26,0.372,0.000,5.8,-24.3,8.2,0.00,0,
12:13:26,0.386,0.001,5.8,-23.5,8.2,0.00,0,
12:13:26,0.381,0.002,5.9,-24.0,8.5,0.00,0,
12:13:26,0.375,0.001,5.9,-24.7,8.3,0.00,0,
12:13:26,0.371,0.001,6.1,-24.6,8.4,0.00,0,
12:13:26,0.374,0.000,6.0,-25.4,8.2,0.00,0,
12:13:26,0.381,0.001,5.8,-24.6,7.9,0.00,0,
12:13:26,0.376,0.001,5.8,-24.9,8.2,0.00,0,
12:13:26,0.371,0.001,5.9,-24.3,8.1,0.00,0,
12:13:26,0.391,0.001,5.9,-23.9,8.0,0.00,0,
12:13:26,0.379,0.001,5.7,-23.9,7.9,0.00,0,
12:13:26,0.382,0.001,5.7,-24.0,7.8,0.00,0,
12:13:26,0.395,0.002,5.6,-24.5,7.6,0.00,0,
12:13:26,0.384,0.001,5.6,-25.8,7.9,0.00,0,
12:13:26,0.366,0.001,5.4,-25.6,7.7,0.00,0,
